stimulus_id,utterance,relations
scene0254_00-bathroom_stall_door-3-25-26-27,the middle bathroom stall door,changing station-door
scene0554_00-door-3-19-17-18,find the inner closet door ,closet-door
scene0126_00-file_cabinet-2-27-31,file cabinet under the desks  bang in the middle,file cabinet-desk
scene0532_00-door-2-2-3,find the door across from the stove that has a fire extinguisher next to it ,"door-fire extinguisher,door-stove"
scene0247_00-kitchen_cabinet-2-0-1,it is the kitchen cabinet next to the window ,kitchen cabinet-window
scene0197_00-trash_can-3-28-7-8,the tall trash can on the left  which is closest to the little brown table ,"trash bin-airplane,trash bin-table"
scene0106_00-table-4-1-0-2-3,middle row of desks on the left,"changing station-desk,changing station-airplane"
scene0247_00-couch-2-37-38,the couch close to the kitchen,couch-kitchen cabinet
scene0213_00-window-2-21-20,the window closest to the large brown couch,window-couch
scene0233_00-blanket-2-33-34,the dark blue blanket on the bed,blanket-bed
scene0238_00-file_cabinet-3-42-6-31,find the file cabinet box located under the white table ,"file cabinet-box,box-dining table"
scene0442_00-table-4-11-9-10-12,table at the top of the room,table
scene0047_00-door-4-20-15-21-41,from the three nearby doors  the one closest to the window ,door-window
scene0515_00-bar-4-70-59-62-71,the bar in the bathtub on the top ,bar-bathtub
scene0186_00-cabinet-6-13-10-12-31-32-47,tall narrow cabinet between 2 doors,cabinet-doors
scene0517_00-shelf-2-15-62,the shelf close to the ceiling,shelf-ceiling
scene0079_00-chair-5-13-12-14-15-16,looking at the wall  the chair on the left,chair-wall
scene0448_00-towel-3-7-4-20,the towel is under another set of towels across the toilet,"towel-towel,towel-toilet"
scene0536_00-chair-2-3-4,the arm chair that is not hear a wall like the other one is,"armchair-wall,armchair-armchair"
scene0142_00-window-4-14-11-31-32,facing the back wall   the one the door is on  the first two windows on your left,"window-workbench,door-wall"
scene0047_00-window-3-1-38-39,the window is across from a blue trash can,window-trash can
scene0202_00-armchair-3-4-5-12,the chair across from the couch and the paintings on the wall,"chair-couch,chair-picture,couch-picture"
scene0703_00-table-4-12-0-7-8,locate the table that is by itself in a corner and has a pink object on it ,table-person
scene0464_00-picture-4-28-26-27-40,narrow picture in the middle of the wall,picture-wall
scene0142_00-chair-2-23-42,the chair not under the table,chair-table
scene0296_00-end_table-2-44-17,find the end table that is between the couch and the chair with a lady in a red shirt sleeping ,"end table-couch,end table-chair"
scene0369_00-chair-3-12-10-11,the chair in front of the desk closest to the window ,"chair-desk,desk-window"
scene0309_00-book-2-27-26,book next to the plant,books-plant
scene0181_00-chair-4-1-2-3-4,the chair that is closest to the center of the kitchen ,chair-kitchen counter
scene0331_00-box-3-1-2-17,the middle of the three boxes,centerpiece-boxes
scene0477_00-window-2-13-26,window in the middle  above the ac wall unit,window-wall
scene0510_00-toilet-2-5-6,the toilet that is closer to the shower stall ,toilet-shower
scene0632_00-bookshelf-3-0-2-6,the tall bookshelf along the walll,bookshelf-wall
scene0352_00-shelf-2-30-11,small shelf standing under a picture on the long wall,"shelf-picture,shelf-wall"
scene0247_00-window-4-17-13-18-24,there are green couches with an oval table between them  find the low positioned window across from the chair in that furniture group ,"chair-window,table-chair,sofa-table"
scene0706_00-lamp-2-18-15,the lamp on the right side of the bed,lamp-bed
scene0126_00-office_chair-2-4-30,this chair is at the desk next to the cabinet counter with the white screen sitting on top ,"cabinet-counter,counter-screen,chair-desk,desk-cabinet"
scene0062_00-toilet_paper-3-14-13-22,the toilet paper roll is the one mounted on the wall further from the toilet ,"toilet paper package-wall,wall-toilet"
scene0242_00-door-3-7-4-5,the bluish gray door that serves as the entrance to the room ,door-bed
scene0459_00-chair-2-22-3,the chair that is in front of a window and behind another chair ,"chair-window,chair-chair"
scene0476_00-file_cabinet-3-18-2-3,choose the file cabinet that is next to the whiteboard which has mostly black writing with some green and red ,"whiteboard-person,file cabinet-whiteboard"
scene0161_00-chair-3-3-4-5,the brown chair on top of the red splatters on the floor,chair-stair
scene0028_00-bookshelf-4-6-5-21-22,the shelf further from the receptacle in the corner  to the left of it ,shelf-object
scene0108_00-chair-4-6-5-7-8,the chair is in the back left corner to the left of the red chair with the ottoman ,"chair-ottoman,chair-armchair,chair-changing station"
scene0529_00-door-3-25-17-40,the door in the corner close to the couch,door-couch
scene0279_00-picture-2-24-14,the largest painting on the wall,painting-wall
scene0619_00-keyboard-2-11-23,it is the keyboard at the double monitors ,keyboard-screen
scene0202_00-coffee_table-3-10-9-11,the coffee table aligns with a green painting on the wall,coffee table-painting
scene0486_00-coffee_maker-5-25-24-26-27-42,locate the three coffee makers to the left of the sink   find the medium size coffee maker in the middle ,"coffee maker-centerpiece,coffee maker-sink"
scene0581_00-plant-2-35-34,the plant closer to the door,plant-door
scene0000_00-curtain-2-6-5,the curtains above the bed,curtain rod-bed
scene0047_00-window-3-38-1-39,middle window on the back wall ,window-wall
scene0331_00-desk-2-3-28,the desk that has a fan on top of it,desk-fan
scene0517_00-laundry_hamper-2-5-52,it is the blue laundry hamper closest to the sink  next to a bookbag ,"hamper-backpack,hamper-sink"
scene0525_00-cabinet-3-36-35-37,the cabinet is the tallest one,cabinet-airplane
scene0288_00-kitchen_cabinets-3-20-6-26,choose the set of cabinets over the stove  all five doors ,"cabinets-stove,cabinets-doors"
scene0464_00-box-2-47-49,the box that is higher on the shelf,box-shelf
scene0141_00-desk-3-28-11-12,under the desk with the maroon chair close to the window,"desk-chair,chair-window"
scene0058_00-monitor-5-37-1-29-30-36,find the monitor that is closest to the desk plant ,"monitor-desk,desk-plant"
scene0159_00-picture-3-15-16-17,the picture closest to the brown door on the left hand side,picture-door
scene0312_00-lamp-2-16-7,look for the thinner lamp that is under the tv ,lamp-tv
scene0640_00-chair-3-51-28-50,the chair directly across from the fridge ,chair-refrigerator
scene0443_00-computer_tower-2-23-31,the computer tower under the computer monitor,computer tower-screen
scene0247_00-table-3-57-56-58,table closest to the window  farthest from the whiteboard ,"table-window,table-whiteboard"
scene0614_00-window-2-21-32,locate the small window above the bookcase ,window-bookshelf
scene0182_00-picture-4-8-9-10-18,the picture furthest from the stairs ,picture-stairs
scene0041_00-table-5-8-4-5-6-7,narrow table next to the door,table-door
scene0632_00-books-5-11-8-9-10-12,books on your left second top shelf,books-shelf
scene0130_00-office_chair-2-2-3,the chair touching the green wall far from the door,"chair-door,chair-wall"
scene0283_00-window-3-16-14-17,facing the windows  the one in the middle ,centerpiece-window
scene0592_00-armchair-3-17-15-46,it is the armchair pulled up to a desk facing the yellow wall ,"armchair-desk,armchair-wall"
scene0482_00-box-2-8-7,the taller of the two boxes,boxes
scene0554_00-shelf-2-28-27,the shelf located in the closet visible through the open door ,"closet-door,shelf-closet"
scene0403_00-picture-2-11-12,find the picture that is on the wall above the black chair and trashcan ,"wall-trash bin,picture-wall,wall-chair"
scene0284_00-window-2-1-0,the window that two chairs face,chair-window
scene0341_00-keyboard-3-31-23-49,locate the keyboard that is at the computer with a poster of an astronaut above it  it is closest to the green couch ,"keyboard-couch,keyboard-computer tower,computer tower-poster"
scene0525_00-cabinet-3-35-36-37,the correct cabinet is the green one with the letters  fau  and a maze on the front ,cabinet-air hockey table
scene0492_00-bathroom_stall_door-4-10-11-12-13,choose the open door next to the chair ,door-chair
scene0577_00-picture-4-15-11-14-16,select the picture that shows an orange flower ,picture-plant
scene0010_00-chair-5-35-36-37-38-39,when standing with your back to the door  the correct chair is on the far left  it is black ,"chair-door,chair-cabinet"
scene0348_00-kitchen_counter-2-15-16,pick the kitchen counter that is next to the sink  by the stove,"kitchen counter-stove,kitchen counter-sink"
scene0150_00-chair-6-9-1-8-10-11-12,of the chairs without a table in between them  choose the chair whose seat is askew  that is  not oriented towards the tables ,"chair-chair,chair-table"
scene0061_00-pillow-4-5-6-7-8,yellow pillow laying flat,pillow
scene0126_00-file_cabinet-2-31-27,the correct file cabinet is farthest from the door ,file cabinet-door
scene0646_00-door-2-18-17,the wall with the door next to the couch ,"wall-door,wall-couch"
scene0089_00-chair-4-6-5-21-22,single chair at the desk in front of the chalkboard ,"chair-desk,desk-blackboard"
scene0372_00-whiteboard-2-21-19,the larger of the two whiteboards ,blackboard-airplane
scene0614_00-monitor-4-19-20-41-42,the computer monitor closest to the dog in the doorway,"screen-bear,bear-door"
scene0220_00-door-2-39-8,the door just behind the fridge,door-refrigerator
scene0534_00-shelf-3-19-5-6,a backpack sits on this shelf,backpack-shelf
scene0073_00-suitcase-2-25-26,suitcase under the desk nearer to the coat stand,"suitcase-desk,desk-coat rack"
scene0141_00-chair-3-7-6-8,the chair is the red one closest to the window facing towards the blue ball and away from the desk ,"chair-window,chair-ball,chair-desk"
scene0209_00-bed-2-0-1,the bed near curtains,bed-curtains
scene0141_00-monitor-4-16-14-15-17,it is the middle monitor of the three along the wall ,monitor-wall
scene0275_00-table-5-16-17-18-22-24,the side that has two tables  its the one on your left,foosball table-closet
scene0022_00-table-2-8-9,longest rectangle shaped table,dining table
scene0238_00-file_cabinet-3-42-6-31,find the white file cabinet located underneath the white table ,file cabinet-table
scene0211_00-file_cabinet-2-3-26,choose the filing cabinet next to the dark wood wider bookshelf ,"file cabinet-bookshelf,bookshelf-file cabinet"
scene0212_00-picture-2-11-12,the larger picture frame,airplane
scene0413_00-shoes-5-23-18-19-22-24,choose the pair of shoes in the closet on the floor closest to the partial wall ,"floor-wall,shoes-closet,closet-floor"
scene0056_00-whiteboard-2-21-37,choose the long whiteboard behind the full sized table of computers  it has dark stuff on it ,"table-computer tower,whiteboard-table"
scene0507_00-end_table-2-0-1,the end table not near the bed,end table-bed
scene0168_00-desk-5-15-1-14-16-17,this is a large desk that is closer to the center of the others  it has one small end against a wall ,"desk-centerpiece,desk-wall"
scene0560_00-lamp-2-9-26,the lamp below the picture,lamp-picture
scene0151_00-table-2-4-8,choose the larger rectangular table ,dining table
scene0000_00-curtain-2-6-5,the curtains on the wall behind the sofa,"curtains-wall,wall-sofa"
scene0352_00-table-2-6-5,the round white table in the room,table-bed
scene0280_00-window-2-17-19,this window is next to the bed with blue sheets ,window-bed
scene0673_00-shoes-3-69-8-9,the shoes closest to the multicolored couch ,shoes-couch
scene0000_00-table-2-35-2,it is the small table next to the curtains ,table-curtains
scene0464_00-chair-4-57-0-1-58,middle chair in the group of three by the desk,"tripod-desk,chair-chair"
scene0680_00-office_chair-3-4-2-3,chair on your left under the tv,chair-tv
scene0108_00-chair-4-7-5-6-8,the grey chair at the computer desk next to the red backpack on the floor ,"backpack-floor,chair-desk,chair-backpack"
scene0323_00-kitchen_cabinet-2-6-19,black lower cabinets,person-kitchen cabinets
scene0233_00-desk-2-43-4,the correct desk has a fan directly above it ,desk-fan
scene0523_00-towel-5-11-8-12-14-15,find the smaller towels located to the right of the sink ,towel-sink
scene0544_00-printer-2-9-8,if you are looking at the printers  it is the black one on the left ,"printer-object,printer-person"
scene0592_00-mouse-3-44-50-52,the mouse is located on the table against a yellow wall,"table-wall,mouse-table"
scene0640_00-window-2-41-49,the smaller window that is behind the desk lamp ,window-desk lamp
scene0159_00-door-2-12-6,the door is the white door against the light brown wall ,door-wall
scene0703_00-end_table-2-6-5,the table closest to the black carpet,table-carpet
scene0487_00-window-3-1-7-24,the window that is not next to a chair or sofa ,"window-chair,window-sofa"
scene0556_00-door-2-12-31,the door in the middle of the rooms,door-bed
scene0233_00-pillow-3-38-3-44,the blue pillow next to the gray blanket,pillow-blanket
scene0259_00-door-2-18-7,the closet door closest to the bookshelf,closet door-bookshelf
scene0026_00-door-3-8-6-7,the cubicle door nearest to the door to leave,"door-desk,door-changing station"
scene0181_00-kitchen_cabinets-2-13-14,cabinets over the stove,cabinets-stove
